bag_color
"['white', 'green']"
"['green', 'blue']"
"['green', 'yellow']"
"['black', 'yellow']"
"['red', 'blue']"
"['white', 'blue']"
"['black', 'green']"
"['blue', 'black']"
"['red', 'green']"
"['green', 'blue']"
"['green', 'white']"
"['red', 'blue']"
"['black', 'green']"
"['red', 'white']"
"['white', 'black']"
"['blue', 'black']"
"['white', 'yellow']"
"['red', 'yellow']"
"['black', 'white']"
"['red', 'yellow']"
"['green', 'red']"
"['black', 'red']"
"['white', 'yellow']"
"['black', 'white']"
"['black', 'white']"
"['white', 'black']"
"['yellow', 'blue']"
"['yellow', 'blue']"
"['black', 'yellow']"
"['red', 'white']"
"['blue', 'white']"
"['red', 'black']"
"['blue', 'green']"
"['green', 'blue']"
"['green', 'yellow']"
"['red', 'white']"
"['red', 'yellow']"
"['red', 'black']"
"['yellow', 'white']"
"['red', 'blue']"
"['green', 'yellow']"
"['black', 'white']"
"['white', 'red']"
"['black', 'white']"
"['red', 'blue']"
"['yellow', 'white']"
"['green', 'yellow']"
"['red', 'yellow']"
"['red', 'black']"
"['yellow', 'white']"
"['red', 'white']"
"['yellow', 'red']"
"['yellow', 'red']"
"['yellow', 'blue']"
"['yellow', 'green']"
"['green', 'white']"
"['yellow', 'blue']"
"['green', 'black']"
"['white', 'yellow']"
"['white', 'black']"
"['red', 'black']"
"['black', 'red']"
"['yellow', 'black']"
"['blue', 'black']"
"['white', 'yellow']"
"['yellow', 'white']"
"['yellow', 'green']"
"['white', 'blue']"
"['blue', 'black']"
"['white', 'green']"
"['blue', 'yellow']"
"['blue', 'white']"
"['blue', 'yellow']"
"['green', 'yellow']"
"['black', 'blue']"
"['yellow', 'black']"
"['blue', 'red']"
"['green', 'white']"
"['yellow', 'white']"
"['red', 'black']"
"['black', 'yellow']"
"['red', 'black']"
"['yellow', 'green']"
"['white', 'yellow']"
"['red', 'black']"
"['black', 'red']"
"['red', 'white']"
"['blue', 'black']"
"['green', 'white']"
"['green', 'white']"
"['red', 'green']"
"['green', 'blue']"
"['white', 'red']"
"['white', 'green']"
"['yellow', 'blue']"
"['blue', 'black']"
"['black', 'white']"
"['red', 'yellow']"
"['blue', 'yellow']"
"['green', 'blue']"
"['blue', 'black']"
"['red', 'black']"
"['white', 'red']"
"['red', 'yellow']"
"['blue', 'white']"
"['white', 'red']"
"['blue', 'white']"
"['red', 'white']"
"['black', 'red']"
"['yellow', 'white']"
"['red', 'green']"
"['blue', 'black']"
"['black', 'yellow']"
"['yellow', 'blue']"
"['black', 'blue']"
"['blue', 'yellow']"
"['green', 'red']"
"['yellow', 'white']"
"['red', 'yellow']"
"['blue', 'green']"
"['blue', 'white']"
"['black', 'blue']"
"['yellow', 'white']"
"['white', 'green']"
"['red', 'white']"
"['blue', 'green']"
"['green', 'white']"
"['green', 'white']"
"['green', 'blue']"
"['black', 'red']"
"['black', 'red']"
"['yellow', 'black']"
"['green', 'yellow']"
"['black', 'white']"
"['yellow', 'red']"
"['blue', 'red']"
"['blue', 'yellow']"
"['green', 'white']"
"['white', 'black']"
"['white', 'blue']"
"['blue', 'red']"
"['red', 'blue']"
"['yellow', 'white']"
"['green', 'red']"
"['black', 'yellow']"
"['red', 'blue']"
"['red', 'white']"
"['yellow', 'green']"
"['yellow', 'black']"
"['white', 'black']"
"['red', 'white']"
"['white', 'green']"
"['white', 'yellow']"
"['black', 'blue']"
"['white', 'green']"
"['black', 'yellow']"
"['black', 'red']"
"['blue', 'black']"
"['blue', 'green']"
"['blue', 'yellow']"
"['white', 'blue']"
"['blue', 'white']"
"['blue', 'red']"
"['red', 'white']"
"['blue', 'white']"
"['green', 'white']"
"['black', 'white']"
"['green', 'red']"
"['green', 'blue']"
"['red', 'blue']"
"['black', 'green']"
"['white', 'yellow']"
"['yellow', 'white']"
"['red', 'blue']"
"['blue', 'green']"
"['blue', 'yellow']"
"['blue', 'green']"
"['green', 'yellow']"
"['red', 'yellow']"
"['yellow', 'red']"
"['yellow', 'blue']"
"['blue', 'yellow']"
"['black', 'green']"
"['blue', 'green']"
"['blue', 'black']"
"['red', 'white']"
"['blue', 'green']"
"['green', 'blue']"
"['red', 'green']"
"['blue', 'black']"
"['blue', 'white']"
"['green', 'red']"
"['white', 'black']"
"['green', 'yellow']"
"['red', 'black']"
"['black', 'white']"
"['green', 'blue']"
"['blue', 'black']"
"['blue', 'green']"
"['black', 'white']"
"['black', 'green']"
"['black', 'yellow']"
"['red', 'blue']"
"['yellow', 'green']"
"['yellow', 'green']"
"['green', 'red']"
"['yellow', 'red']"
"['black', 'red']"
"['red', 'green']"
"['white', 'black']"
"['yellow', 'red']"
"['blue', 'white']"
"['blue', 'black']"
"['blue', 'black']"
"['blue', 'yellow']"
"['yellow', 'green']"
"['white', 'yellow']"
"['green', 'white']"
"['yellow', 'blue']"
"['white', 'green']"
"['red', 'black']"
"['black', 'yellow']"
"['black', 'yellow']"
"['white', 'green']"
"['green', 'yellow']"
"['yellow', 'blue']"
"['green', 'yellow']"
"['yellow', 'white']"
"['white', 'green']"
"['black', 'green']"
"['yellow', 'green']"
"['blue', 'yellow']"
"['white', 'green']"
"['green', 'white']"
"['black', 'white']"
"['green', 'white']"
"['black', 'green']"
"['green', 'yellow']"
"['white', 'blue']"
"['black', 'red']"
"['white', 'yellow']"
"['black', 'blue']"
"['red', 'blue']"
"['yellow', 'black']"
"['red', 'green']"
"['red', 'green']"
"['white', 'blue']"
"['blue', 'black']"
"['yellow', 'blue']"
"['red', 'green']"
"['green', 'yellow']"
"['green', 'blue']"
"['blue', 'red']"
"['white', 'green']"
"['white', 'blue']"
"['green', 'yellow']"
"['red', 'black']"
"['black', 'green']"
"['red', 'yellow']"
"['green', 'black']"
"['white', 'blue']"
"['green', 'white']"
"['red', 'yellow']"
"['white', 'yellow']"
"['white', 'yellow']"
"['yellow', 'black']"
"['red', 'yellow']"
"['blue', 'yellow']"
"['green', 'black']"
"['yellow', 'blue']"
"['white', 'yellow']"
"['green', 'white']"
"['black', 'blue']"
"['black', 'yellow']"
"['white', 'yellow']"
"['white', 'red']"
"['yellow', 'white']"
"['black', 'red']"
"['yellow', 'white']"
"['green', 'red']"
"['blue', 'red']"
"['green', 'blue']"
"['blue', 'red']"
"['white', 'blue']"
"['green', 'yellow']"
"['green', 'red']"
"['black', 'red']"
"['green', 'red']"
"['white', 'red']"
"['blue', 'green']"
"['blue', 'green']"
"['yellow', 'white']"
"['green', 'black']"
"['blue', 'green']"
"['red', 'blue']"
"['yellow', 'green']"
"['red', 'green']"
"['black', 'yellow']"
"['red', 'black']"
"['green', 'white']"
"['white', 'black']"
"['red', 'blue']"
"['green', 'white']"
"['black', 'green']"
"['black', 'green']"
"['black', 'white']"
"['blue', 'black']"
"['red', 'blue']"
"['black', 'red']"
"['yellow', 'white']"
"['red', 'black']"
"['white', 'yellow']"
"['black', 'blue']"
"['black', 'yellow']"
"['yellow', 'white']"
"['red', 'white']"
"['blue', 'black']"
"['white', 'green']"
"['yellow', 'white']"
"['red', 'yellow']"
"['black', 'yellow']"
"['white', 'green']"
"['white', 'yellow']"
"['red', 'black']"
"['blue', 'red']"
"['black', 'white']"
"['black', 'green']"
"['yellow', 'green']"
"['blue', 'red']"
"['blue', 'black']"
"['white', 'black']"
"['yellow', 'green']"
"['white', 'yellow']"
"['yellow', 'blue']"
"['blue', 'red']"
"['black', 'yellow']"
"['yellow', 'black']"
"['red', 'green']"
"['red', 'blue']"
"['blue', 'white']"
"['yellow', 'white']"
"['black', 'yellow']"
"['green', 'red']"
"['black', 'red']"
"['green', 'black']"
"['yellow', 'white']"
"['yellow', 'black']"
"['black', 'yellow']"
"['black', 'white']"
"['green', 'red']"
"['white', 'yellow']"
"['yellow', 'black']"
"['black', 'green']"
"['blue', 'yellow']"
"['blue', 'white']"
"['white', 'red']"
"['blue', 'red']"
"['white', 'blue']"
"['red', 'blue']"
"['black', 'white']"
"['green', 'white']"
"['red', 'blue']"
"['red', 'black']"
"['red', 'green']"
"['black', 'white']"
"['green', 'blue']"
"['blue', 'white']"
"['black', 'white']"
"['yellow', 'blue']"
"['yellow', 'blue']"
"['red', 'green']"
"['green', 'yellow']"
"['green', 'red']"
"['green', 'yellow']"
"['yellow', 'blue']"
"['yellow', 'blue']"
"['yellow', 'black']"
"['blue', 'red']"
"['yellow', 'green']"
"['green', 'yellow']"
"['yellow', 'blue']"
"['blue', 'white']"
"['red', 'yellow']"
"['blue', 'yellow']"
"['green', 'red']"
"['black', 'yellow']"
"['red', 'white']"
"['green', 'white']"
"['yellow', 'black']"
"['white', 'green']"
"['yellow', 'red']"
"['blue', 'black']"
"['blue', 'white']"
"['yellow', 'white']"
"['white', 'yellow']"
"['green', 'black']"
"['blue', 'red']"
"['red', 'black']"
"['black', 'yellow']"
"['red', 'blue']"
"['red', 'yellow']"
"['red', 'white']"
"['green', 'yellow']"
"['white', 'blue']"
"['green', 'yellow']"
"['green', 'yellow']"
"['green', 'white']"
"['blue', 'yellow']"
"['green', 'black']"
"['black', 'white']"
"['blue', 'black']"
"['white', 'yellow']"
"['blue', 'black']"
"['blue', 'yellow']"
"['blue', 'white']"
"['black', 'blue']"
"['green', 'white']"
"['yellow', 'green']"
"['blue', 'black']"
"['green', 'blue']"
"['green', 'red']"
"['white', 'black']"
"['blue', 'green']"
"['green', 'black']"
"['red', 'green']"
"['blue', 'black']"
"['blue', 'green']"
"['white', 'yellow']"
"['black', 'blue']"
"['white', 'blue']"
"['blue', 'black']"
"['green', 'white']"
"['red', 'black']"
"['yellow', 'black']"
"['white', 'red']"
"['yellow', 'green']"
"['red', 'white']"
"['white', 'black']"
"['red', 'white']"
"['yellow', 'white']"
"['blue', 'red']"
"['blue', 'red']"
"['red', 'black']"
"['blue', 'red']"
"['yellow', 'blue']"
"['black', 'white']"
"['red', 'white']"
"['red', 'white']"
"['blue', 'white']"
"['white', 'black']"
"['green', 'blue']"
"['red', 'blue']"
"['green', 'yellow']"
"['green', 'white']"
"['green', 'white']"
"['white', 'blue']"
"['red', 'blue']"
"['red', 'blue']"
"['yellow', 'black']"
"['green', 'white']"
"['red', 'black']"
"['red', 'blue']"
"['black', 'blue']"
"['green', 'blue']"
"['green', 'red']"
"['green', 'black']"
"['black', 'yellow']"
"['red', 'yellow']"
"['white', 'black']"
"['green', 'blue']"
"['green', 'blue']"
"['red', 'green']"
"['blue', 'red']"
"['black', 'yellow']"
"['green', 'yellow']"
"['green', 'black']"
"['white', 'green']"
"['green', 'yellow']"
"['black', 'green']"
"['green', 'blue']"
"['blue', 'white']"
"['red', 'blue']"
"['yellow', 'black']"
"['blue', 'white']"
"['black', 'red']"
"['red', 'white']"
"['yellow', 'green']"
"['black', 'white']"
"['red', 'blue']"
"['black', 'red']"
"['red', 'white']"
"['yellow', 'green']"
"['blue', 'black']"
"['black', 'yellow']"
"['yellow', 'white']"
"['yellow', 'red']"
"['yellow', 'white']"
"['blue', 'red']"
"['black', 'green']"
"['black', 'blue']"
"['blue', 'black']"
"['yellow', 'green']"
"['black', 'yellow']"
"['green', 'white']"
"['black', 'yellow']"
"['green', 'blue']"
"['black', 'blue']"
"['blue', 'green']"
"['blue', 'green']"
"['red', 'green']"
"['red', 'white']"
"['red', 'blue']"
"['green', 'black']"
"['black', 'blue']"
"['red', 'black']"
"['blue', 'green']"
"['yellow', 'blue']"
"['black', 'yellow']"
"['green', 'white']"
"['red', 'yellow']"
"['yellow', 'white']"
"['blue', 'red']"
"['blue', 'yellow']"
"['white', 'red']"
"['black', 'green']"
"['blue', 'black']"
"['yellow', 'red']"
"['white', 'green']"
"['red', 'green']"
"['blue', 'black']"
"['white', 'red']"
"['white', 'yellow']"
"['yellow', 'white']"
"['yellow', 'white']"
"['black', 'red']"
"['blue', 'yellow']"
"['green', 'blue']"
"['yellow', 'white']"
"['red', 'yellow']"
"['red', 'yellow']"
"['green', 'white']"
"['yellow', 'black']"
"['black', 'blue']"
"['green', 'yellow']"
"['white', 'green']"
"['red', 'blue']"
"['yellow', 'black']"
"['white', 'black']"
"['green', 'yellow']"
"['green', 'blue']"
"['green', 'yellow']"
"['red', 'yellow']"
"['yellow', 'white']"
"['blue', 'yellow']"
"['black', 'yellow']"
"['yellow', 'white']"
"['white', 'green']"
"['yellow', 'green']"
"['yellow', 'blue']"
"['yellow', 'blue']"
"['blue', 'white']"
"['yellow', 'blue']"
"['black', 'red']"
"['white', 'blue']"
"['black', 'white']"
"['green', 'white']"
"['black', 'blue']"
"['black', 'white']"
"['white', 'green']"
"['yellow', 'white']"
"['yellow', 'black']"
"['yellow', 'black']"
"['blue', 'yellow']"
"['yellow', 'blue']"
"['white', 'red']"
"['green', 'yellow']"
"['blue', 'green']"
"['white', 'blue']"
"['white', 'blue']"
"['yellow', 'blue']"
"['black', 'red']"
"['white', 'red']"
"['red', 'yellow']"
"['blue', 'white']"
"['red', 'green']"
"['yellow', 'blue']"
"['white', 'green']"
"['blue', 'yellow']"
"['green', 'red']"
"['green', 'yellow']"
"['red', 'blue']"
"['red', 'green']"
"['green', 'red']"
"['red', 'white']"
"['white', 'yellow']"
"['green', 'red']"
"['red', 'blue']"
"['black', 'white']"
"['white', 'red']"
"['blue', 'green']"
"['blue', 'black']"
"['black', 'blue']"
"['blue', 'black']"
"['green', 'black']"
"['black', 'red']"
"['green', 'black']"
"['green', 'black']"
"['black', 'green']"
"['yellow', 'black']"
"['red', 'blue']"
"['green', 'black']"
"['red', 'yellow']"
"['yellow', 'black']"
"['white', 'red']"
"['green', 'black']"
"['black', 'red']"
"['white', 'black']"
"['blue', 'red']"
"['green', 'blue']"
"['green', 'red']"
